month,lat,psl
5,7.068062827225134,100958.85039605037
5,8.010471204188477,100959.92363823742
5,8.952879581151834,100963.80569118889
5,9.895287958115176,100966.9625651044
5,10.837696335078533,100971.44075520844
5,11.78010471204189,100980.35202365462
5,12.722513089005233,100992.62052408805
5,13.66492146596859,101011.06325954918
5,14.607329842931932,101035.82793511252
5,15.54973821989529,101058.02262369823
5,16.492146596858632,101082.49026150147
5,17.43455497382199,101112.20220269072
5,18.376963350785346,101144.19004991271
5,19.31937172774869,101177.53073459204
5,20.261780104712045,101213.06852213586
5,21.204188481675388,101246.57231987805
5,22.146596858638745,101284.61401367155
5,23.089005235602087,101323.81382921027
5,24.031413612565444,101358.10791015586
5,24.9738219895288,101389.9351942271
5,25.916230366492144,101419.90356445312
5,26.8586387434555,101461.02661132858
5,27.801047120418843,101515.45220269101
5,28.7434554973822,101565.06814236066
5,29.685863874345543,101602.64114040739
5,30.6282722513089,101630.97347005138
5,31.570680628272257,101659.56312391473
5,32.5130890052356,101687.74221462721
5,33.455497382198956,101723.74216037313
5,34.3979057591623,101754.19639757014
5,35.340314136125656,101781.096381294
5,36.282722513089,101778.68242730001
5,37.225130890052355,101759.25911458272
5,38.16753926701571,101740.23494466161
5,39.10994764397907,101719.83002387076
5,40.0523560209424,101696.0239800344
5,40.994764397905755,101676.80813259602
5,41.93717277486911,101656.98212348061
5,42.87958115183247,101626.16560872392
5,43.8219895287958,101585.78257920948
5,44.764397905759154,101547.89347330696
5,45.70680628272251,101516.0526801222
5,46.64921465968587,101486.0706922748
5,47.591623036649224,101452.31955295111
5,48.53403141361255,101418.78594292565
5,49.47643979057591,101389.00417751676
5,50.41884816753927,101364.13878038187
5,51.36125654450262,101340.3591579857
5,52.30366492146598,101324.18825954908
5,53.24607329842931,101311.1003146704
5,54.188481675392666,101304.30221896674
5,55.13089005235602,101302.3830566405
5,56.07329842931938,101303.0208333335
5,57.01570680628271,101308.60161675359
5,57.958115183246065,101317.25981987896
5,58.90052356020942,101332.30110677094
5,59.84293193717278,101356.7707248258
5,60.785340314136135,101388.2032877606
5,61.727748691099464,101419.64423285594
5,62.67015706806282,101449.30783420101
5,63.61256544502618,101482.57145182244
5,64.55497382198953,101523.76150173564
5,65.49738219895289,101565.72064887195
5,66.43979057591622,101612.60975477444
5,67.38219895287958,101657.82695855002
5,68.32460732984293,101704.5347493485
5,69.26701570680629,101751.66254340274
5,70.20942408376962,101811.80107964468
5,71.15183246073298,101878.95659722235
5,72.09424083769633,101951.48581271642
5,73.03664921465969,102025.25292968727
5,73.97905759162305,102097.60693359311
5,74.92146596858638,102168.41555447008
5,75.86387434554973,102236.39035373302
5,76.80628272251309,102300.24956597264
5,77.74869109947645,102359.68275282065
5,78.6910994764398,102417.03743489648
5,79.63350785340313,102473.97124566037
5,80.57591623036649,102528.1633029518
5,81.51832460732984,102586.98627387112
5,82.4607329842932,102639.16406249993
5,83.40314136125653,102675.77235243
5,84.34554973821989,102710.89507378494
5,85.28795811518324,102748.45133463506
5,86.2303664921466,102789.97561306419
5,87.17277486910996,102824.28285047752
